PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_1,Cabin_2,Cabin_3,kfold
8772_02,Europa,False,55 Cancri e,53.0,False,0.0,1127.0,0.0,3939.0,,False,0,0,0,0
3576_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,4.0,0.0,0.0,1267.0,True,F,742,P,0
0647_03,Mars,False,TRAPPIST-1e,33.0,False,105.0,0.0,1087.0,0.0,0.0,False,F,115,S,0
7303_01,Earth,False,TRAPPIST-1e,51.0,False,3.0,33.0,12.0,38.0,896.0,False,E,487,S,0
6580_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,605.0,0.0,179.0,0.0,False,G,1066,P,0
5450_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,877,P,0
3389_01,Mars,False,TRAPPIST-1e,23.0,False,24.0,1.0,1264.0,0.0,0.0,True,F,642,S,0
8346_01,Earth,False,TRAPPIST-1e,,False,41.0,23.0,63.0,0.0,647.0,False,F,1718,P,0
2274_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,C,79,P,0
1093_01,Mars,False,TRAPPIST-1e,23.0,False,1862.0,59.0,18.0,192.0,0.0,True,D,42,P,0
8310_01,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,E,545,S,0
3995_01,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,G,655,P,0
0955_01,Earth,True,55 Cancri e,17.0,False,,0.0,0.0,0.0,0.0,False,G,145,S,0
3468_01,Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,True,G,562,S,0
7371_01,Earth,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1185,P,0
6706_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,B,224,P,0
8368_01,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1365,P,0
0092_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,False,G,9,P,0
5385_01,Mars,False,TRAPPIST-1e,31.0,False,2048.0,0.0,1040.0,136.0,0.0,False,D,170,P,0
9030_01,Earth,False,TRAPPIST-1e,28.0,False,1954.0,43.0,0.0,0.0,7.0,False,F,1847,P,0
6746_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1092,P,0
2306_05,Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,C,82,P,0
3958_01,Mars,False,TRAPPIST-1e,41.0,False,1144.0,12.0,14.0,22.0,0.0,False,F,747,S,0
8508_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1747,P,0
1848_01,Earth,False,TRAPPIST-1e,,False,181.0,0.0,2.0,0.0,663.0,False,G,291,S,0
3775_01,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,F,712,S,0
2521_01,Mars,True,TRAPPIST-1e,43.0,,0.0,0.0,0.0,0.0,0.0,False,E,151,P,0
5462_01,Mars,False,TRAPPIST-1e,20.0,False,489.0,126.0,663.0,214.0,0.0,False,F,1131,P,0
4305_02,Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,True,G,707,P,0
8366_04,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,,616.0,False,G,1364,P,0
2100_01,Earth,False,PSO J318.5-22,45.0,False,0.0,0.0,734.0,3.0,5.0,True,F,413,S,0
2387_01,Earth,False,TRAPPIST-1e,58.0,False,,400.0,0.0,690.0,490.0,True,E,142,P,0
2659_01,Mars,False,TRAPPIST-1e,14.0,False,,0.0,0.0,0.0,0.0,True,E,182,S,0
8902_01,Earth,False,TRAPPIST-1e,19.0,False,16.0,1739.0,9.0,5.0,8.0,True,G,1436,S,0
1211_06,Earth,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,False,G,186,S,0
4000_02,Earth,False,TRAPPIST-1e,25.0,False,20.0,0.0,424.0,0.0,359.0,False,F,757,S,0
3123_01,Earth,True,,17.0,False,0.0,0.0,0.0,0.0,0.0,True,G,511,P,0
4535_01,Earth,False,TRAPPIST-1e,20.0,False,631.0,93.0,0.0,0.0,0.0,False,F,934,P,0
7477_01,Earth,False,PSO J318.5-22,22.0,False,27.0,0.0,0.0,663.0,0.0,False,F,1546,P,0
1348_02,Europa,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,B,57,S,0
9193_01,Earth,,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1483,S,0
6910_01,Earth,False,TRAPPIST-1e,49.0,False,173.0,0.0,18.0,580.0,1.0,False,G,1124,S,0
3745_01,Earth,False,TRAPPIST-1e,19.0,False,,2.0,14.0,755.0,0.0,False,G,608,P,0
5977_01,Europa,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,B,230,S,0
8939_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1441,S,0
1350_04,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,False,G,206,S,0
8982_01,Earth,False,TRAPPIST-1e,41.0,False,0.0,924.0,,0.0,0.0,False,F,1739,S,0
1281_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,False,G,193,S,0
5182_01,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,G,836,P,0
0863_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,G,129,S,0
8038_01,Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,C,301,S,0
1698_01,,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,True,E,125,S,0
4366_01,Earth,,PSO J318.5-22,15.0,False,0.0,0.0,873.0,0.0,5.0,True,F,899,P,0
6334_02,Earth,True,PSO J318.5-22,7.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1028,S,0
8536_01,Europa,False,55 Cancri e,28.0,False,0.0,101.0,0.0,0.0,12143.0,False,E,559,S,0
5772_01,Mars,False,55 Cancri e,23.0,False,610.0,858.0,75.0,1358.0,0.0,False,F,1197,P,0
6667_01,Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,C,248,S,0
2237_01,Europa,False,55 Cancri e,28.0,False,0.0,162.0,741.0,3733.0,99.0,True,C,83,S,0
4089_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,2177.0,0.0,1097.0,144.0,True,A,48,S,0
2516_01,Earth,False,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,False,G,406,P,0
0615_01,Earth,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,False,G,92,S,0
2530_01,Mars,False,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,False,F,488,S,0
2396_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,557.0,0.0,287.0,781.0,False,E,168,S,0
4886_01,Earth,False,TRAPPIST-1e,18.0,False,,0.0,1770.0,1284.0,8.0,False,F,931,S,0
9080_01,Earth,False,TRAPPIST-1e,22.0,False,34.0,0.0,0.0,711.0,0.0,False,F,1857,P,0
2693_02,Europa,False,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,False,A,22,P,0
0992_03,Europa,False,55 Cancri e,46.0,False,1192.0,1736.0,17.0,21.0,0.0,True,D,35,S,0
1083_02,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,F,206,S,0
8083_01,Earth,False,TRAPPIST-1e,18.0,False,595.0,134.0,7.0,0.0,0.0,False,F,1669,P,0
6892_01,Earth,,TRAPPIST-1e,28.0,False,0.0,669.0,0.0,1.0,2.0,True,F,1318,S,0
4465_01,Europa,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,A,54,S,0
5412_01,Earth,,TRAPPIST-1e,23.0,False,0.0,806.0,0.0,2.0,0.0,True,G,870,P,0
0902_01,Earth,False,TRAPPIST-1e,18.0,False,200.0,124.0,0.0,413.0,0.0,True,F,188,P,0
6103_01,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True,G,990,P,0
2993_01,Earth,False,TRAPPIST-1e,24.0,False,1252.0,6.0,,123.0,706.0,False,F,571,S,0
1438_01,Earth,False,TRAPPIST-1e,24.0,False,181.0,224.0,0.0,195.0,191.0,False,E,89,P,0
3995_03,Earth,False,55 Cancri e,27.0,False,0.0,0.0,2.0,0.0,808.0,False,G,655,P,0
5413_01,Earth,False,TRAPPIST-1e,16.0,False,3.0,595.0,0.0,9.0,321.0,True,G,871,P,0
2532_02,Mars,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,True,F,489,S,0
0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True,F,27,S,0
1463_01,Earth,False,PSO J318.5-22,23.0,False,200.0,414.0,73.0,1.0,1.0,False,F,282,S,0
2220_01,Earth,False,TRAPPIST-1e,47.0,False,0.0,0.0,880.0,0.0,2.0,True,G,357,S,0
9167_01,Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,684.0,0.0,False,F,1772,S,0
8202_06,Europa,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,C,306,S,0
8989_03,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,B,291,P,0
5812_01,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,943,S,0
3019_01,Mars,False,TRAPPIST-1e,51.0,False,1644.0,0.0,234.0,157.0,64.0,False,E,187,P,0
5793_01,Europa,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,E,375,S,0
8343_01,Earth,False,TRAPPIST-1e,27.0,False,1403.0,169.0,1081.0,0.0,0.0,False,F,1717,P,0
6436_01,Earth,False,TRAPPIST-1e,24.0,False,552.0,1.0,0.0,231.0,0.0,True,G,1043,S,0
6673_01,Earth,False,TRAPPIST-1e,45.0,False,1595.0,0.0,0.0,0.0,13.0,False,E,425,P,0
7962_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,360.0,0.0,25.0,1340.0,False,G,1290,P,0
2558_01,Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,525,P,0
7769_01,Earth,False,TRAPPIST-1e,20.0,False,98.0,499.0,0.0,142.0,52.0,False,E,504,P,0
3412_03,Europa,False,TRAPPIST-1e,23.0,False,2.0,6748.0,0.0,23.0,0.0,True,B,107,P,0
4594_01,Europa,False,TRAPPIST-1e,64.0,False,77.0,2424.0,0.0,3001.0,127.0,False,C,144,P,0
7161_01,Europa,False,TRAPPIST-1e,33.0,False,0.0,3624.0,0.0,1537.0,498.0,False,E,476,S,0
1804_01,Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,True,F,355,P,0
3895_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,False,E,233,P,0
8597_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1382,S,0
7113_02,Earth,False,55 Cancri e,23.0,False,9.0,1.0,0.0,492.0,109.0,True,F,1361,S,0
6928_01,Earth,False,TRAPPIST-1e,25.0,False,439.0,0.0,0.0,557.0,0.0,False,E,463,S,0
6868_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,18.0,73.0,2134.0,25.0,False,F,1427,P,0
2475_01,Europa,False,TRAPPIST-1e,,False,0.0,27.0,0.0,3573.0,3643.0,False,C,85,P,0
3613_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,733.0,0.0,0.0,0.0,True,F,748,P,0
8975_01,Earth,False,TRAPPIST-1e,35.0,False,503.0,236.0,2.0,0.0,68.0,False,G,1456,P,0
4902_01,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,False,G,791,P,0
5909_02,Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,True,G,961,S,0
3866_01,,False,TRAPPIST-1e,43.0,False,0.0,0.0,7.0,0.0,963.0,False,F,797,P,0
6320_01,Mars,False,TRAPPIST-1e,53.0,False,78.0,85.0,859.0,0.0,0.0,True,E,418,S,0
0001_01,Europa,False,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,False,B,0,P,0
8071_01,Earth,False,TRAPPIST-1e,53.0,False,0.0,0.0,716.0,0.0,0.0,True,F,1546,S,0
1444_01,Europa,False,TRAPPIST-1e,30.0,False,50.0,1248.0,0.0,1.0,912.0,True,C,55,S,0
3790_01,,True,TRAPPIST-1e,13.0,False,0.0,,0.0,,0.0,True,G,620,P,0
1211_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,G,186,S,0
1927_01,Mars,False,TRAPPIST-1e,55.0,False,2424.0,0.0,1.0,0.0,284.0,False,D,66,S,0
0110_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,0,0,0,0
7678_02,Earth,True,TRAPPIST-1e,54.0,False,0.0,,0.0,0.0,0.0,True,G,1231,P,0
2972_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,True,E,182,P,0
1094_01,Earth,False,TRAPPIST-1e,60.0,,437.0,2.0,0.0,0.0,365.0,False,F,224,P,0
5264_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,G,858,S,0
4238_01,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,B,165,S,0
5039_04,Mars,False,TRAPPIST-1e,35.0,False,1307.0,0.0,0.0,2.0,0.0,False,F,958,S,0
0834_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,838.0,27.0,False,F,173,P,0
6234_01,Mars,False,PSO J318.5-22,40.0,True,301.0,0.0,1310.0,4.0,,True,F,1287,P,0
6036_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,1289.0,1224.0,514.0,1674.0,True,C,225,S,0
6128_02,Earth,False,TRAPPIST-1e,16.0,False,7.0,0.0,311.0,0.0,683.0,False,F,1270,P,0
2648_01,Earth,False,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,False,G,421,S,0
5059_01,Earth,False,55 Cancri e,21.0,False,639.0,0.0,0.0,0.0,0.0,False,F,1030,P,0
2262_01,Earth,False,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,False,G,365,P,0
7583_01,Mars,False,TRAPPIST-1e,36.0,False,32.0,355.0,1826.0,9.0,0.0,True,F,1574,P,0
7406_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,78.0,801.0,0.0,7.0,False,G,1195,P,0
6833_01,Earth,False,,23.0,False,7.0,0.0,0.0,716.0,800.0,True,E,452,S,0
1148_01,Europa,True,55 Cancri e,22.0,False,0.0,,0.0,0.0,0.0,True,C,42,P,0
5847_01,Earth,False,TRAPPIST-1e,33.0,False,36.0,0.0,0.0,1415.0,0.0,False,F,1115,S,0
4846_01,Earth,False,TRAPPIST-1e,38.0,False,161.0,3.0,0.0,624.0,0.0,False,E,314,S,0
7097_04,Europa,False,55 Cancri e,33.0,True,0.0,16.0,12.0,2349.0,12.0,False,A,75,P,0
7170_01,Earth,True,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1154,P,0
5522_03,Earth,False,TRAPPIST-1e,27.0,False,508.0,585.0,9.0,,0.0,True,F,1059,S,0
5051_01,Mars,False,TRAPPIST-1e,49.0,False,1176.0,0.0,20.0,103.0,0.0,False,E,324,S,0
1709_03,Mars,False,TRAPPIST-1e,35.0,False,1313.0,0.0,24.0,0.0,1.0,False,0,0,0,0
0772_02,Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,E,56,S,0
3119_01,Earth,False,TRAPPIST-1e,74.0,False,571.0,0.0,0.0,277.0,0.0,False,G,490,S,0
2347_06,Earth,False,55 Cancri e,31.0,False,1.0,,2.0,605.0,0.0,False,G,377,P,0
6032_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,982,S,0
5017_01,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,F,954,S,0
5781_01,Earth,False,55 Cancri e,21.0,False,0.0,0.0,0.0,1.0,594.0,False,F,1200,P,0
6945_01,Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,B,263,S,0
3338_01,Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,True,G,546,P,0
3377_01,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,F,638,S,0
4017_01,Mars,False,TRAPPIST-1e,21.0,,0.0,0.0,0.0,0.0,0.0,False,E,269,S,0
8072_02,Europa,False,55 Cancri e,35.0,False,0.0,5500.0,0.0,180.0,3173.0,False,D,236,S,0
0381_02,Europa,True,55 Cancri e,38.0,False,0.0,0.0,,0.0,0.0,True,B,16,P,0
6556_02,Mars,True,55 Cancri e,68.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1362,P,0
5967_01,Earth,True,55 Cancri e,38.0,False,,0.0,0.0,0.0,0.0,True,G,965,P,0
2729_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,432,S,0
1994_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,0.0,249.0,537.0,5.0,True,E,125,P,0
8307_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,A,100,S,0
4203_01,Mars,False,TRAPPIST-1e,40.0,False,0.0,0.0,1.0,293.0,667.0,False,D,143,P,0
0196_01,Mars,False,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,D,5,P,0
6280_01,Earth,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1012,P,0
4798_02,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,,0.0,True,F,975,P,0
6613_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1078,S,0
0881_01,Europa,False,TRAPPIST-1e,41.0,False,3103.0,3.0,0.0,31.0,26.0,False,D,32,S,0
8808_01,Earth,False,TRAPPIST-1e,38.0,False,0.0,2532.0,0.0,204.0,0.0,True,F,1816,P,0
3318_04,Europa,True,,44.0,False,,0.0,0.0,0.0,0.0,True,B,123,S,0
0793_01,Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,0.0,7.0,766.0,False,G,117,P,0
2802_01,Earth,False,TRAPPIST-1e,23.0,False,18.0,2595.0,0.0,0.0,122.0,True,F,581,P,0
4160_01,Mars,False,TRAPPIST-1e,27.0,True,661.0,,991.0,46.0,0.0,True,F,783,S,0
0517_01,Earth,False,TRAPPIST-1e,,False,1445.0,0.0,1.0,2.0,73.0,False,F,109,P,0
7608_01,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1454,S,0
5711_01,Earth,False,TRAPPIST-1e,19.0,False,,0.0,0.0,692.0,164.0,False,F,1183,P,0
3760_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,True,G,613,P,0
8858_01,Europa,False,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,False,B,285,P,0
4934_01,Earth,False,TRAPPIST-1e,31.0,False,210.0,20.0,0.0,1027.0,199.0,False,F,1006,P,0
1114_01,Mars,False,TRAPPIST-1e,38.0,True,936.0,0.0,363.0,0.0,0.0,False,E,79,S,0
2508_02,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,D,86,S,0
2769_01,Earth,False,PSO J318.5-22,22.0,False,0.0,837.0,192.0,0.0,,False,F,573,P,0
4796_01,Mars,False,TRAPPIST-1e,13.0,False,21.0,0.0,1564.0,0.0,1.0,True,0,0,0,0
8168_05,Earth,False,TRAPPIST-1e,22.0,False,753.0,0.0,0.0,0.0,0.0,False,G,1316,S,0
2795_02,Europa,False,TRAPPIST-1e,42.0,False,0.0,802.0,0.0,2622.0,671.0,False,C,103,S,0
8626_01,Earth,False,TRAPPIST-1e,26.0,False,1.0,0.0,1.0,15.0,854.0,False,F,1770,P,0
4176_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,F,859,P,0
7768_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,268.0,239.0,127.0,0.0,True,F,1484,S,0
1221_01,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,G,188,S,0
8068_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,52.0,0.0,110.0,614.0,False,F,1545,S,0
1198_01,Mars,False,TRAPPIST-1e,28.0,,42.0,1116.0,0.0,0.0,0.0,True,0,0,0,0
4782_01,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,0,0
9157_07,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1476,S,0
6473_01,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1236,S,0
8886_01,Earth,False,55 Cancri e,58.0,False,0.0,0.0,620.0,0.0,0.0,False,G,1433,S,0
3294_02,Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,False,G,537,P,0
6583_01,Europa,False,TRAPPIST-1e,13.0,False,0.0,100.0,12253.0,6.0,80.0,True,B,254,S,0
6264_01,Earth,False,TRAPPIST-1e,18.0,False,108.0,2.0,11.0,0.0,680.0,False,F,1294,P,0
3870_01,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,B,148,S,0
5151_01,Mars,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1052,P,0
5016_01,Mars,False,TRAPPIST-1e,18.0,False,1092.0,31.0,309.0,0.0,0.0,False,F,1023,P,0
2055_01,Earth,False,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,False,G,330,P,0
8007_02,Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,92.0,1492.0,0.0,True,E,517,P,0
6456_01,Earth,,TRAPPIST-1e,36.0,False,32.0,3.0,657.0,58.0,41.0,False,E,410,P,0
8272_03,Mars,True,TRAPPIST-1e,29.0,False,0.0,,0.0,,0.0,True,F,1587,S,0
4864_01,Earth,False,55 Cancri e,24.0,False,0.0,0.0,0.0,734.0,21.0,False,G,784,P,0
4060_01,Earth,False,TRAPPIST-1e,54.0,False,880.0,2.0,531.0,2.0,0.0,False,F,838,P,0
3592_01,Mars,False,PSO J318.5-22,22.0,False,193.0,1.0,640.0,15.0,30.0,True,D,121,P,0
8140_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1309,S,0
1699_01,Earth,False,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,True,F,336,P,0
2363_01,Europa,False,TRAPPIST-1e,28.0,False,2416.0,8926.0,41.0,1.0,462.0,True,C,85,S,0
3515_01,Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,False,F,725,P,0
5188_03,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,False,G,838,P,0
1585_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,252,P,0
1375_02,Earth,False,TRAPPIST-1e,19.0,False,0.0,3.0,946.0,0.0,0.0,False,F,267,S,0
5623_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,898,P,0
3964_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,G,650,S,0
0243_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,37,S,0
0863_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,False,G,129,S,0
4090_01,Mars,False,TRAPPIST-1e,46.0,False,227.0,0.0,1546.0,3.0,2.0,True,D,133,S,0
5185_01,Mars,False,TRAPPIST-1e,29.0,False,523.0,0.0,21.0,4.0,811.0,False,E,330,S,0
4569_02,Europa,,55 Cancri e,37.0,False,0.0,2235.0,7.0,4098.0,89.0,False,B,151,P,0
2126_01,Earth,False,TRAPPIST-1e,,False,717.0,0.0,0.0,0.0,0.0,False,F,415,S,0
6302_04,Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,0,0
8329_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1357,P,0
1453_01,Earth,,55 Cancri e,16.0,,0.0,2838.0,32.0,5.0,3404.0,False,G,229,P,0
5817_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1111,S,0
0938_01,Earth,False,TRAPPIST-1e,24.0,False,174.0,0.0,0.0,630.0,0.0,False,F,172,S,0
6708_02,Europa,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,,True,A,67,P,0
5182_02,Earth,False,TRAPPIST-1e,25.0,False,322.0,0.0,81.0,3.0,298.0,True,G,836,P,0
2084_02,Europa,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,A,16,P,0
6390_01,Earth,True,TRAPPIST-1e,22.0,False,,0.0,0.0,0.0,0.0,True,G,1036,S,0
4691_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,7.0,0.0,749.0,0.0,False,G,769,S,0
3614_01,Earth,False,TRAPPIST-1e,20.0,False,2.0,0.0,7.0,2.0,547.0,False,F,749,P,0
2540_01,Mars,False,TRAPPIST-1e,24.0,False,345.0,0.0,451.0,0.0,582.0,False,E,177,S,0
0334_01,Mars,False,TRAPPIST-1e,29.0,False,5715.0,2.0,211.0,1476.0,0.0,False,F,62,S,0
0436_02,Earth,False,PSO J318.5-22,56.0,False,46.0,11.0,0.0,622.0,0.0,False,G,63,S,0
5361_01,Earth,False,PSO J318.5-22,18.0,False,0.0,,0.0,150.0,0.0,True,F,1101,P,0
3644_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,F,686,S,0
4508_01,Mars,False,55 Cancri e,54.0,False,433.0,0.0,867.0,19.0,1.0,False,F,926,P,0
6006_01,Europa,False,55 Cancri e,45.0,True,1017.0,3863.0,0.0,601.0,3999.0,False,D,190,P,0
5861_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,1774.0,0.0,17.0,13.0,True,G,949,S,0
4278_01,Europa,False,TRAPPIST-1e,32.0,False,401.0,3724.0,5.0,422.0,62.0,True,C,154,S,0
6601_01,Earth,False,TRAPPIST-1e,24.0,False,2.0,0.0,0.0,52.0,638.0,False,F,1372,P,0
1747_01,Earth,False,55 Cancri e,19.0,False,0.0,0.0,496.0,13.0,0.0,True,G,271,S,0
1971_01,Earth,False,PSO J318.5-22,54.0,False,3.0,0.0,56.0,633.0,0.0,False,F,375,S,0
